Gender,Age,Height,Weight,in_family,caloric_food_freq,vegetable_in_meals,daily_no_of_meals,eating_between_meals,smoker,daily_water_intake,monitor_caloric_intake,physical_activity_freq,time_on_devices,alcohol_intake,transport_means,obesity_level,BMI
-1.0119136916117564,-0.5217412208658921,-0.8743795837127092,-0.8625576043025508,0.47229132553555303,-2.759769289381314,-0.7848103295668046,0.40410189477553227,0.30034556094568154,-0.1459002714576553,-0.013141315554003916,-0.2182720318793602,-1.188027741966798,0.5620054696032422,1.4191715978588444,0.5033367378103384,-1.032795526663321,-0.6634210704913989
-1.0119136916117564,-0.5217412208658921,-1.9456595031657193,-1.1680765153365942,0.47229132553555303,-2.759769289381314,1.0883067626405096,0.40410189477553227,0.30034556094568154,6.853996843249399,1.6187008688284739,4.58143900246782,2.3396755218055407,-1.0806187369892273,-0.5211595181256249,0.5033367378103384,-1.032795526663321,-0.6819258484558867
0.9882265733624174,-0.2070567302236356,1.0539242713027066,-0.36608937387223034,0.47229132553555303,-2.759769289381314,-0.7848103295668046,0.40410189477553227,0.30034556094568154,-0.1459002714576553,-0.013141315554003916,-0.2182720318793602,1.1637744338814278,0.5620054696032422,-2.461490634110094,0.5033367378103384,-1.032795526663321,-0.7409211879123504
0.9882265733624174,0.42231225106087744,1.0539242713027066,0.015809264920323793,-2.1173372152580905,-2.759769289381314,1.0883067626405096,0.40410189477553227,0.30034556094568154,-0.1459002714576553,-0.013141315554003916,-0.2182720318793602,1.1637744338814278,-1.0806187369892273,-2.461490634110094,1.2962799120772222,1.0167756665552647,-0.35579790502295777
0.9882265733624174,-0.36439897554476386,0.8396682874121045,0.12274088378223885,-2.1173372152580905,-2.759769289381314,-0.7848103295668046,-2.166940766720717,0.30034556094568154,-0.1459002714576553,-0.013141315554003916,-0.2182720318793602,-1.188027741966798,-1.0806187369892273,-0.5211595181256249,0.5033367378103384,1.5291684648599113,-0.16980976033961054
0.9882265733624174,0.736996741703134,-0.8743795837127092,-1.2826461069743604,-2.1173372152580905,0.3623491296347386,-0.7848103295668046,0.40410189477553227,0.30034556094568154,-0.1459002714576553,-0.013141315554003916,-0.2182720318793602,-1.188027741966798,-1.0806187369892273,-0.5211595181256249,-1.8754927849903131,-1.032795526663321,-1.1864279978720553
-1.0119136916117564,-0.2070567302236356,-2.1599154870563213,-1.2062663792158494,0.47229132553555303,0.3623491296347386,1.0883067626405096,0.40410189477553227,0.30034556094568154,-0.1459002714576553,-0.013141315554003916,-0.2182720318793602,-0.01212665404268505,-1.0806187369892273,-0.5211595181256249,-0.2896064364565455,-1.032795526663321,-0.656194065676684
0.9882265733624174,-0.36439897554476386,-0.6601235998221096,-1.2826461069743604,-2.1173372152580905,-2.759769289381314,-0.7848103295668046,0.40410189477553227,0.30034556094568154,-0.1459002714576553,-0.013141315554003916,-0.2182720318793602,2.3396755218055407,-1.0806187369892273,-0.5211595181256249,0.5033367378103384,-1.032795526663321,-1.2475152409314008
0.9882265733624174,-0.049714484902507336,0.8396682874121045,-0.8625576043025508,0.47229132553555303,0.3623491296347386,1.0883067626405096,0.40410189477553227,0.30034556094568154,-0.1459002714576553,-0.013141315554003916,-0.2182720318793602,-0.01212665404268505,0.5620054696032422,-2.461490634110094,0.5033367378103384,-1.032795526663321,-1.185881767134526
0.9882265733624174,-0.36439897554476386,0.19690033574029853,-0.7097981487855292,0.47229132553555303,0.3623491296347386,-0.7848103295668046,0.40410189477553227,0.30034556094568154,-0.1459002714576553,-0.013141315554003916,-0.2182720318793602,-0.01212665404268505,0.5620054696032422,1.4191715978588444,0.5033367378103384,-1.032795526663321,-0.8382538596777438
